Year,Location,Area,Rainfall,Temperature,Soil type,Irrigation,yeilds,Humidity,Crops,price,Season
2004,Hassan,407,2746.2,39,Alluvial,Drip,338,51,Coconut,1493,Rabi
2004,Hassan,177,2746.2,40,Sandy loam ,Drip,22966,57,Coconut,64409,Rabi
2004,Hassan,51,2746.2,40,Sandy loam ,Drip,131763,57,Coconut,249978,Rabi
2004,Hassan,173,3360,40,Sandy loam ,Drip,404,60,Coconut,637,Rabi
2004,Hassan,201,3360,41,Sandy loam ,Drip,24184,57,Coconut,43311,Rabi
2004,Hassan,206,3360,41,Sandy loam ,Drip,124387,57,Coconut,24848,Rabi
2004,Hassan,243,3605.4,41,Sandy loam ,Drip,343,54,Coconut,761,Rabi
2004,Hassan,123,3605.4,42,Sandy loam ,Drip,23099,54.5,Coconut,45608,Rabi
2013,Hassan,82,3605.4,42,Sandy loam ,Drip,117825.84,56.6,Coconut,234581,Rabi
2014,Hassan,74,3512.4,42,Sandy loam ,Drip,336,55.5,Coconut,646,Rabi
2015,Hassan,18,3512.4,43,Sandy loam ,Drip,22594,58.5,Coconut,43562,Rabi
2016,Hassan,37,3512.4,43,Sandy loam ,Drip,116481.07,59.5,Coconut,200000,Rabi
2017,Hassan,35,3296,27,Sandy loam ,Drip,316,55,Coconut,4847,Rabi
2018,Hassan,5974,3296,27,Sandy loam ,Drip,21400,53,Coconut,51239,Rabi
2004,Hassan,6631,3296,27,Sandy loam ,Drip,122102,53.5,Coconut,216396,Rabi
2005,Hassan,6705,3550,27,Sandy loam ,Drip,382,52.5,Coconut,2644,Rabi
2006,Hassan,5876,3550,27,Sandy loam ,Drip,19578,56,Coconut,44235,Rabi
2007,Hassan,326,3550,27,Sandy loam ,Drip,121037,57,Coconut,203317,Rabi
2008,Hassan,6470,3654,27.2,Sandy loam ,Drip,231,57.5,Coconut,2134,Rabi
2009,Hassan,6709,3654,27.2,Sandy loam ,Drip,18951,57,Coconut,45186,Rabi
2010,Hassan,6186,3654,27.2,Sandy loam ,Drip,110579,55,Coconut,238542,Rabi
2011,Hassan,6503,233,27,Sandy loam ,Drip,221,56,Coconut,1516,Rabi
2012,Hassan,5220,233,27,Sandy loam ,Drip,15362,54,Coconut,57259,Rabi
2013,Hassan,4677,233,27,Sandy loam ,Drip,120373,58,Coconut,234779,Rabi
2014,Hassan,4803,234,27,Sandy loam ,Drip,291,58,Coconut,1493,Rabi
2015,Hassan,3739,234,27,Sandy loam ,Drip,17231,59,Coconut,64409,Rabi
2016,Hassan,3529,234,27,Sandy loam ,Drip,119359,50,Coconut,249978,Rabi
2017,Hassan,3649,3105,27.2,Sandy loam ,Drip,283,54,Coconut,637,Rabi
2018,Hassan,1374,3105,27.2,Sandy loam ,Drip,17690,53,Coconut,43311,Rabi
2004,Hassan,1279,3105,27.2,Sandy loam ,Drip,7157,52,Coconut,24848,Rabi
2005,Hassan,13283,236,27.1,Sandy loam ,Drip,8700,51,Coconut,761,Rabi
2006,Hassan,52119,236,27.1,Sandy loam ,Basin,41266,57,Coconut,45608,Rabi
2007,Hassan,725,321,27.1,Sandy loam ,Basin,8838,57,Coconut,234581,Rabi
2008,Hassan,12885,3654,26.8,Sandy loam ,Basin,8954,60,Coconut,646,Rabi
2009,Hassan,51179,323,26.8,Sandy loam ,Basin,42915,57,Coconut,43562,Rabi
2010,Hassan,468,324,26.8,Sandy loam ,Basin,9230,57,Coconut,200000,Rabi
2011,Hassan,11841,3105,37,Sandy loam ,Basin,44313,54,Coconut,4847,Rabi
2012,Hassan,50975,326,37,Sandy loam ,Basin,45820,54.5,Coconut,51239,Rabi
2013,Hassan,206,327,37,Sandy loam ,Basin,49084,56.6,Coconut,216396,Rabi
2014,Hassan,10922,328,38,Sandy loam ,Basin,86311,55.5,Coconut,2644,Rabi
2015,Hassan,51390,2903.1,38,Sandy loam ,Basin,57642,58.5,Coconut,44235,Rabi
2016,Hassan,177,2903.1,38,Sandy loam ,Basin,58405,59.5,Coconut,203317,Rabi
2017,Hassan,10723,2903.1,39,Sandy loam ,Basin,60751,55,Coconut,2134,Rabi
2018,Hassan,51709,2996.6,39,Sandy loam ,Basin,109506,53,Coconut,45186,Rabi
2004,Hassan,146,2996.6,39,Sandy loam ,Basin,114,53.5,Coconut,238542,Rabi
2005,Hassan,10910,2996.6,40,Sandy loam ,Basin,3,52.5,Coconut,1516,Rabi
2006,Hassan,51355,3522.8,40,Sandy loam ,Basin,95,56,Coconut,57259,Rabi
2007,Hassan,160,3522.8,40,Sandy loam ,Basin,19,57,Coconut,234779,Rabi
2008,Hassan,10912,3522.8,41,Sandy loam ,Basin,54,57.5,Coconut,1493,Rabi
2009,Hassan,51353,3729.8,41,Sandy loam ,Basin,13,57,Coconut,64409,Rabi
2010,Hassan,1279,3729.8,41,Sandy loam ,Basin,123,55,Coconut,249978,Rabi
2011,Hassan,13283,3729.8,42,River basins,Basin,19,56,Coconut,200000,Rabi
2012,Hassan,52119,2746.2,42,River basins,Basin,32,54,Coconut,4847,Rabi
2013,Hassan,725,2746.2,42,River basins,Basin,8,58,Coconut,51239,Rabi
2014,Hassan,12885,2746.2,43,River basins,Basin,50,58,Coconut,216396,Rabi
2015,Hassan,51179,3360,27,River basins,Basin,10,59,Coconut,2644,Rabi
2016,Hassan,468,3360,27,River basins,Basin,29,50,Coconut,44235,Rabi
2017,Hassan,11841,3360,27,River basins,Basin,44,54,Coconut,203317,Rabi
2018,Hassan,50975,3605.4,27,River basins,Basin,33,53,Coconut,2134,Rabi
2004,Hassan,206,3605.4,27,River basins,Basin,14,52,Coconut,45186,Rabi
2005,Hassan,10922,3605.4,27,River basins,Basin,56,51,Coconut,238542,Rabi
2006,Hassan,51390,3512.4,27.2,River basins,Basin,26,57,Coconut,1516,Rabi
2007,Hassan,177,3512.4,27.2,River basins,Basin,98,57,Coconut,57259,Rabi
2008,Hassan,10723,3512.4,27.2,River basins,Basin,3,60,Coconut,234779,Rabi
2009,Hassan,51709,3296,27,River basins,Basin,58637,57,Coconut,1493,Rabi
2010,Hassan,146,3296,27,River basins,Basin,59777,57,Coconut,64409,Rabi
2011,Hassan,10910,3296,27,River basins,Basin,60528,54,Coconut,249978,Rabi
2012,Hassan,51355,3550,27,River basins,Basin,61126,54.5,Coconut,637,Rabi
2013,Hassan,160,3550,27,River basins,Basin,623687,56.6,Coconut,43311,Rabi
2014,Hassan,10912,3550,27,River basins,Basin,63504,55.5,Coconut,24848,Rabi
2015,Hassan,51353,3654,27.2,River basins,Basin,63931,58.5,Coconut,761,Rabi
2016,Hassan,1279,3654,27.2,River basins,Basin,73730,59.5,Coconut,45608,Rabi
2017,Hassan,13283,3654,27.2,River basins,Basin,118416,55,Coconut,234581,Rabi
2018,Hassan,52119,233,27.1,River basins,Basin,130132,53,Coconut,646,Rabi
2004,Hassan,725,233,27.1,River basins,Spray,154889,53.5,Coconut,43562,Rabi
2005,Hassan,12885,233,27.1,River basins,Spray,171739,52.5,Coconut,200000,Rabi
2006,Hassan,51179,234,26.8,River basins,Spray,172475,56,Coconut,4847,Rabi
2007,Hassan,468,234,26.8,River basins,Spray,177939,57,Coconut,51239,Rabi
2008,Hassan,11841,234,26.8,River basins,Spray,313547,57.5,Coconut,216396,Rabi
2009,Hassan,50975,3105,37,River basins,Spray,2783,57,Coconut,2644,Rabi
2010,Hassan,206,3105,37,River basins,Spray,1533,55,Coconut,44235,Rabi
2011,Hassan,10922,3105,37,Alluvial,Spray,1647,56,Coconut,203317,Rabi
2012,Hassan,51390,236,38,Alluvial,Spray,975,54,Coconut,2134,Rabi
2013,Hassan,177,236,38,Alluvial,Spray,2,58,Coconut,45186,Rabi
2014,Hassan,10723,2903.1,38,Alluvial,Spray,836,58,Coconut,238542,Rabi
2015,Hassan,51709,2903.1,39,Alluvial,Spray,806,59,Coconut,1516,Rabi
2016,Mangalore,146,2903.1,39,Alluvial,Spray,880,50,Coconut,57259,Rabi
2017,Mangalore,10910,2996.6,39,Alluvial,Spray,770,54,Coconut,234779,Rabi
2018,Mangalore,51355,2996.6,40,Alluvial,Spray,395,53,Coconut,1493,Rabi
2004,Mangalore,160,2996.6,40,Alluvial,Spray,187,52,Coconut,64409,Rabi
2005,Mangalore,10912,3522.8,40,Alluvial,Spray,187,51,Coconut,249978,Rabi
2006,Mangalore,51353,3522.8,41,Alluvial,Spray,121,57,Coconut,637,Rabi
2007,Mangalore,142,3522.8,41,Alluvial,Spray,103,57,Coconut,43311,Rabi
2008,Mangalore,10505,2903.1,41,Alluvial,Spray,71,60,Coconut,24848,Rabi
2009,Mangalore,51040,2903.1,42,Alluvial,Spray,3961,57,Coconut,761,Rabi
2010,Mangalore,154,2903.1,42,Alluvial,Spray,4247,57,Coconut,45608,Rabi
2011,Mangalore,10318,2996.6,42,Alluvial,Spray,3290,54,Coconut,234581,Rabi
2012,Mangalore,48083,2996.6,43,Alluvial,Spray,3138,54.5,Coconut,646,Rabi
2013,Mangalore,143,2996.6,43,Alluvial,Spray,3423,56.6,Coconut,43562,Rabi
2014,Mangalore,9283,3522.8,128,Alluvial,Spray,3899,55.5,Coconut,200000,Rabi
2015,Mangalore,47200,3522.8,129,Alluvial,Spray,4015,58.5,Coconut,4847,Rabi
2016,Mangalore,158,3522.8,130,Alluvial,Spray,4279,59.5,Coconut,51239,Rabi
2017,Mangalore,8982,3729.8,131,Alluvial,Spray,4167,55,Coconut,216396,Rabi
2018,Mangalore,46990,3729.8,132,Alluvial,Spray,4479,53,Coconut,2644,Rabi
2004,Mangalore,103,3729.8,133,Alluvial,Spray,3699,53.5,Coconut,44235,Rabi
2005,Mangalore,8239,2746.2,134,Alluvial,Spray,4904,52.5,Coconut,203317,Rabi
2006,Mangalore,44563,2746.2,135,Alluvial,Spray,2821,56,Coconut,2134,Rabi
2007,Mangalore,96,2746.2,136,Alluvial,Spray,3472,57,Coconut,45186,Rabi
2008,Mangalore,6949,3360,137,Alluvial,Spray,3647,57.5,Coconut,238542,Rabi
2009,Mangalore,44663,3360,138,Alluvial,Spray,393,57,Coconut,1516,Rabi
2010,Mangalore,110,3360,139,Alluvial,Spray,167,55,Coconut,200000,Rabi
2011,Mangalore,6824,3605.4,140,Loam,Spray,71,56,Coconut,4847,Rabi
2012,Mangalore,43013,3605.4,141,Loam,Spray,52,54,Coconut,51239,Rabi
2013,Mangalore,95,3605.4,142,Loam,Spray,12,58,Coconut,216396,Rabi
2014,Mangalore,6441,3512.4,143,Loam,Spray,51,58,Coconut,2644,Rabi
2015,Mangalore,4012,3512.4,144,Loam,Spray,61,59,Coconut,44235,Rabi
2016,Mangalore,4877,3512.4,27,Loam,Spray,67,50,Coconut,203317,Rabi
2017,Mangalore,4930,3296,27,Loam,Spray,62,54,Coconut,2134,Rabi
2018,Mangalore,4954,3296,27,Loam,Drip,32,53,Cocoa,45186,Rabi
2004,Mangalore,5019,3296,27,Loam,Drip,22,52,Cocoa,238542,Rabi
2005,Mangalore,5127,3550,27,Loam,Drip,25,51,Cocoa,1516,Rabi
2006,Mangalore,5174,3550,27,Loam,Drip,4,57,Cocoa,57259,Rabi
2007,Mangalore,5294,3550,27.2,Loam,Drip,9,57,Cocoa,234779,Rabi
2008,Mangalore,5474,3654,27.2,Loam,Drip,12,60,Cocoa,1493,Rabi
2009,Mangalore,5864,3654,27.2,Loam,Drip,2089,57,Coffee,64409,Rabi
2010,Mangalore,7028,3654,27,Loam,Drip,2810,57,Coffee,249978,Rabi
2011,Mangalore,7403,233,27,Loam,Drip,841,54,Coffee,637,Rabi
2012,Mangalore,7501,233,27,Loam,Drip,3550,54.5,Coffee,43311,Rabi
2013,Mangalore,7714,233,27,Loam,Drip,109,56.6,Coffee,24848,Rabi
2014,Mangalore,7856,234,27,Loam,Drip,3368,55.5,Coffee,761,Rabi
2015,Mangalore,32,234,27,Loam,Drip,3671,58.5,Coffee,45608,Rabi
2016,Mangalore,1,234,27.2,Loam,Drip,2404,59.5,Coffee,234581,Rabi
2017,Mangalore,30,3105,27.2,Loam,Drip,2805,55,Coffee,646,Rabi
2018,Mangalore,6,3105,27.2,Loam,Drip,2331,53,Coffee,43562,Rabi
2004,Mangalore,15,3105,27.1,Loam,Drip,2088,53.5,Coffee,200000,Rabi
2005,Mangalore,4,236,27.1,Loam,Drip,2628,52.5,Coffee,4847,Rabi
2006,Mangalore,39,236,27.1,Loam,Drip,1939,56,Coffee,51239,Rabi
2007,Mangalore,6,2903.1,26.8,Loam,Drip,1871,57,Coffee,216396,Rabi
2008,Mangalore,12,2903.1,26.8,Loam,Drip,1868,57.5,Coffee,2644,Rabi
2009,Mangalore,3,2903.1,26.8,Loam,Drip,127919,57,Cardamum,44235,Rabi
2010,Mangalore,17,2996.6,37,Sandy loam ,Drip,75340,55,Cardamum,203317,Rabi
2011,Mangalore,3,2996.6,37,Sandy loam ,Drip,29170,56,Cardamum,2134,Rabi
2012,Mangalore,9,2996.6,37,Sandy loam ,Drip,1901,54,Cardamum,45186,Rabi
2013,Mangalore,21,3522.8,38,Sandy loam ,Drip,972,58,Cardamum,238542,Rabi
2014,Mangalore,11,3522.8,38,Sandy loam ,Drip,874,58,Cardamum,1516,Rabi
2015,Mangalore,4,3522.8,38,Clay loam,Drip,592,59,Cardamum,57259,Rabi
2016,Mangalore,15,2903.1,39,Clay loam,Drip,864,50,Cardamum,234779,Rabi
2017,Mangalore,8,2903.1,39,Clay loam,Drip,5373,54,Cardamum,1493,Rabi
2018,Mangalore,29,2903.1,39,Clay loam,Drip,6589,53,Cardamum,64409,Rabi
2004,Mangalore,1,2996.6,40,Clay loam,Drip,5107,52,Cardamum,249978,Rabi
2005,Mangalore,13736,2996.6,40,Clay loam,Drip,5518,51,Cardamum,637,Rabi
2006,Mangalore,14003,2996.6,40,Laterite,Drip,4912,57,Cardamum,43311,Rabi
2007,Mangalore,14179,3522.8,41,Laterite,Drip,3830,57,Cardamum,24848,Rabi
2008,Mangalore,14319,3522.8,41,Laterite,Drip,4,60,Cardamum,761,Rabi
2009,Mangalore,14464,3522.8,41,Laterite,Drip,9,57,Pepper,45608,Rabi
2010,Mangalore,14876,3729.8,42,Laterite,Drip,12,57,Pepper,234581,Rabi
2011,Mangalore,14976,3729.8,42,Laterite,Drip,2089,54,Pepper,646,Rabi
2012,Mangalore,15009,3729.8,42,Laterite,Drip,2810,54.5,Pepper,43562,Rabi
2013,Mangalore,15114,2746.2,43,Laterite,Drip,841,56.6,Pepper,200000,Rabi
2014,Mangalore,16224,2746.2,43,Laterite,Drip,3550,55.5,Pepper,4847,Rabi
2015,Mangalore,17095,2746.2,27,Laterite,Drip,109,58.5,Pepper,51239,Rabi
2016,Mangalore,17512,3360,27,Laterite,Drip,3368,59.5,Pepper,216396,Rabi
2017,Mangalore,17587,3360,27,Laterite,Basin,3671,55,Pepper,2644,Rabi
2018,Mangalore,17771,3360,27,Laterite,Basin,2404,53,Pepper,44235,Rabi
2004,Mangalore,17825,3605.4,27,Laterite,Basin,2805,53.5,Pepper,203317,Rabi
2005,Mangalore,3147,3605.4,27,Laterite,Basin,2331,52.5,Pepper,2134,Rabi
2006,Mangalore,2578,3605.4,27.2,Laterite,Basin,2088,56,Pepper,45186,Rabi
2007,Mangalore,1591,3512.4,27.2,Laterite,Basin,2628,57,Pepper,238542,Rabi
2008,Mangalore,1298,3512.4,27.2,Laterite,Basin,1939,57.5,Pepper,1516,Rabi
2009,Kodagu,4,3512.4,27,Laterite,Basin,1871,57,Arecanut,200000,Rabi
2010,Kodagu,1122,3296,27,Laterite,Basin,1868,55,Arecanut,4847,Rabi
2011,Kodagu,917,3296,27,Laterite,Basin,127919,56,Arecanut,51239,Rabi
2012,Kodagu,819,3296,27,Laterite,Basin,75340,54,Arecanut,216396,Rabi
2013,Kodagu,619,3550,27,Laterite,Basin,29170,58,Arecanut,2644,Rabi
2014,Kodagu,391,3550,27,Laterite,Basin,1901,58,Arecanut,44235,Rabi
2015,Kodagu,211,3550,27.2,Laterite,Basin,972,59,Arecanut,203317,Rabi
2016,Kodagu,153,3654,27.2,Laterite,Basin,874,50,Arecanut,2134,Rabi
2017,Kodagu,111,3654,27.2,Laterite,Basin,592,54,Arecanut,45186,Rabi
2018,Kodagu,76,3654,27.1,Laterite,Basin,864,53,Arecanut,238542,Rabi
2019,Kodagu,53,233,27.1,Laterite,Basin,5373,52,Arecanut,1516,Rabi
2004,Kodagu,2688,233,27.1,Laterite,Basin,6589,51,Arecanut,57259,Rabi
2005,Kodagu,2311,233,26.8,Laterite,Basin,5107,57,Arecanut,234779,Rabi
2006,Kodagu,2188,234,26.8,Laterite,Basin,5518,57,Arecanut,1493,Rabi
2007,Kodagu,1998,234,26.8,Laterite,Basin,4912,60,Arecanut,64409,Rabi
2008,Kodagu,2006,234,37,Laterite,Basin,3830,57,Ginger,249978,Rabi
2009,Kodagu,2034,3105,37,Laterite,Basin,4,57,Ginger,637,Rabi
2010,Kodagu,2035,3105,37,Laterite,Basin,9,54,Ginger,43311,Rabi
2011,Kodagu,2074,3105,38,Laterite,Basin,12,54.5,Ginger,24848,Rabi
2012,Kodagu,2127,236,38,Laterite,Basin,2089,56.6,Ginger,761,Rabi
2013,Mysuru,2090,236,38,Laterite,Basin,2810,55.5,Ginger,45608,Rabi
2014,Mysuru,2059,2903.1,39,Laterite,Basin,841,58.5,Ginger,234581,Rabi
2015,Mysuru,2050,2903.1,39,Laterite,Basin,3550,59.5,Ginger,646,Rabi
2016,Mysuru,1865,2903.1,39,Laterite,Basin,109,55,Ginger,43562,Rabi
2017,Mysuru,1841,2996.6,40,Laterite,Basin,3368,53,Ginger,200000,Rabi
2018,Mysuru,1799,2996.6,40,Laterite,Basin,3671,53.5,Ginger,4847,Rabi
2012,Mysuru,1468,2996.6,40,Laterite,Basin,2404,52.5,Ginger,51239,Rabi
2013,Mysuru,568,3522.8,41,Laterite,Basin,2805,56,Ginger,216396,Rabi
2014,Mysuru,407,3522.8,41,Laterite,Basin,2331,57,Ginger,2644,Rabi
2015,Mysuru,177,3522.8,41,Laterite,Basin,2088,57.5,Ginger,44235,Rabi
2016,Mysuru,51,2903.1,42,Laterite,Basin,2628,57,Tea,203317,Rabi
2017,Mysuru,173,2903.1,42,Sandy loam ,Basin,1939,55,Tea,2134,Rabi
2018,Mysuru,201,2903.1,42,Sandy loam ,Basin,1871,56,Tea,45186,Rabi
2019,Mysuru,206,2996.6,43,Sandy loam ,Basin,1868,54,Tea,238542,Rabi
2004,Mysuru,243,2996.6,27,Sandy loam ,Basin,127919,58,Tea,1516,Rabi
2005,Mysuru,123,2996.6,27,Sandy loam ,Basin,75340,58,Tea,57259,Rabi
2006,Mysuru,82,3522.8,27,Sandy loam ,Spray,29170,59,Tea,234779,Rabi
2007,Mysuru,74,3522.8,27,Sandy loam ,Spray,1901,50,Tea,1493,Rabi
2008,Mysuru,18,3522.8,27,Sandy loam ,Spray,972,54,Tea,64409,Rabi
2009,Kasaragodu,37,3729.8,27,Sandy loam ,Spray,874,53,Tea,249978,Rabi
2010,Kasaragodu,35,3729.8,27.2,Sandy loam ,Spray,592,52,Tea,637,Rabi
2011,Kasaragodu,5974,3729.8,27.2,Sandy loam ,Spray,864,51,Tea,43311,Rabi
2012,Kasaragodu,6631,2746.2,27.2,Sandy loam ,Spray,5373,57,Tea,24848,Rabi
2013,Kasaragodu,6705,2746.2,27,Sandy loam ,Spray,6589,57,Tea,761,Rabi
2014,Kasaragodu,5876,2746.2,27,Sandy loam ,Spray,5107,60,Tea,45608,Rabi
2015,Kasaragodu,326,3360,27,Sandy loam ,Spray,5518,57,Paddy,234581,Rabi
2016,Kasaragodu,6470,3360,27,Sandy loam ,Spray,4912,57,Paddy,646,Rabi
2017,Kasaragodu,6709,3360,27,Sandy loam ,Spray,3830,54,Paddy,43562,Rabi
2018,Kasaragodu,6186,3605.4,27,Sandy loam ,Spray,313547,54.5,Paddy,200000,Rabi
2011,Kasaragodu,6503,3605.4,27.2,Sandy loam ,Spray,2783,56.6,Paddy,4847,Rabi
2012,Kasaragodu,5220,2903.1,27.2,Sandy loam ,Spray,1533,55.5,Paddy,51239,Rabi
2013,Kasaragodu,4677,2903.1,27.2,Sandy loam ,Spray,1647,58.5,Paddy,216396,Rabi
2014,Kasaragodu,4803,2903.1,27.1,Sandy loam ,Spray,975,59.5,Paddy,2644,Rabi
2015,Kasaragodu,3739,2996.6,27.1,Sandy loam ,Spray,2,55,Paddy,44235,Rabi
2016,Kasaragodu,3529,2996.6,27.1,Sandy loam ,Spray,836,53,Paddy,203317,Rabi
2017,Kasaragodu,3649,2996.6,26.8,Sandy loam ,Spray,806,53.5,Paddy,2134,Rabi
2018,Kasaragodu,1374,3522.8,26.8,Sandy loam ,Spray,880,52.5,Paddy,45186,Rabi
2004,Kasaragodu,933,3522.8,26.8,Sandy loam ,Spray,770,56,Paddy,238542,Rabi
2005,Kasaragodu,345,3522.8,37,Sandy loam ,Spray,395,57,Paddy,1516,Rabi
2006,Kasaragodu,29,3729.8,37,Sandy loam ,Spray,187,57.5,Paddy,200000,Rabi
2007,Kasaragodu,11,2903.1,37,Sandy loam ,Spray,187,57,Groundnut,4847,Rabi
2008,Kasaragodu,10,2903.1,38,Sandy loam ,Spray,121,55,Groundnut,51239,Rabi
2009,Kasaragodu,7,2903.1,38,Sandy loam ,Spray,103,56,Groundnut,216396,Rabi
2010,Kasaragodu,10,2996.6,38,Sandy loam ,Spray,71,54,Groundnut,2644,Rabi
2011,Kasaragodu,56,2996.6,39,Sandy loam ,Spray,3961,58,Groundnut,44235,Rabi
2012,Kasaragodu,68,2996.6,39,Sandy loam ,Spray,4247,58,Groundnut,203317,Rabi
2013,Kasaragodu,56,3522.8,39,Sandy loam ,Spray,3290,59,Groundnut,2134,Rabi
2014,Kasaragodu,66,3522.8,40,Sandy loam ,Spray,3138,50,Groundnut,45186,Rabi
2015,Kasaragodu,55,3522.8,40,Sandy loam ,Spray,3423,54,Groundnut,238542,Rabi
2016,Kasaragodu,42,3729.8,40,Sandy loam ,Spray,3899,53,Groundnut,1516,Rabi
2017,Kasaragodu,51179,3729.8,41,Sandy loam ,Spray,4015,52,Groundnut,57259,Rabi
2018,Raichur,468,3729.8,41,Sandy loam ,Spray,4279,51,Groundnut,234779,Rabi
2004,Raichur,11841,2746.2,41,Sandy loam ,Spray,4167,57,Groundnut,1493,Rabi
2005,Raichur,50975,2746.2,42,Sandy loam ,Spray,4479,57,Groundnut,64409,Rabi
2012,Raichur,206,2746.2,42,Sandy loam ,Spray,3699,60,Groundnut,249978,Rabi
2013,Raichur,10922,3360,42,Sandy loam ,Spray,4904,57,Blackgram,637,Rabi
2014,Raichur,51390,3360,43,Sandy loam ,Spray,2821,57,Blackgram,43311,Rabi
2015,Raichur,177,3360,43,Sandy loam ,Spray,3472,54,Blackgram,24848,Rabi
2016,Raichur,10723,3605.4,128,Sandy loam ,Spray,3647,54.5,Blackgram,761,Rabi
2017,Raichur,51709,3605.4,129,Sandy loam ,Spray,393,56.6,Blackgram,45608,Rabi
2018,Raichur,146,3605.4,130,Sandy loam ,Drip,167,55.5,Blackgram,234581,Rabi
2004,Raichur,10910,3512.4,131,Sandy loam ,Drip,71,58.5,Blackgram,646,Rabi
2005,Raichur,51355,3512.4,132,Black,Drip,52,59.5,Blackgram,43562,Rabi
2006,Raichur,160,3512.4,133,Black,Drip,313547,55,Blackgram,200000,Rabi
2007,Raichur,10912,3296,134,Black,Drip,2783,53,Blackgram,4847,Rabi
2008,Raichur,51353,3296,135,Black,Drip,1533,53.5,Blackgram,51239,Rabi
2009,Raichur,142,3296,136,Black,Drip,1647,52.5,Blackgram,216396,Rabi
2010,Raichur,10505,3550,137,Black,Drip,975,56,Blackgram,2644,Rabi
2011,Raichur,51040,3550,138,Black,Drip,2,59.5,Blackgram,44235,Rabi
2012,Raichur,154,3550,139,Black,Drip,836,55,Blackgram,203317,Rabi
2013,Raichur,10318,3654,140,Black,Drip,806,53,Cashew,2134,Rabi
2014,Raichur,48083,3654,141,Black,Drip,880,53.5,Cashew,45186,Rabi
2015,Raichur,143,3654,142,Black,Drip,770,52.5,Cashew,238542,Rabi
2016,Raichur,9283,233,143,Black,Drip,395,56,Cashew,1516,Rabi
2017,Raichur,47200,233,144,Black,Drip,187,57,Cashew,57259,Rabi
2018,Raichur,158,233,27,Black,Drip,187,57.5,Cashew,234779,Rabi
2019,Raichur,8982,234,27,Black,Drip,121,57,Cashew,1493,Rabi
2004,Raichur,46990,234,27,Black,Drip,103,55,Cashew,64409,Rabi
2013,Gulbarga,103,234,27,Black,Drip,71,56,Cashew,249978,Rabi
2014,Gulbarga,8239,3105,27,Black,Drip,3961,54,Cashew,637,Rabi
2015,Gulbarga,44563,3105,27,Black,Drip,4247,58,Cashew,43311,Rabi
2016,Gulbarga,96,3105,27.2,Black,Drip,3290,58,Cashew,24848,Rabi
2017,Gulbarga,6949,236,27.2,Black,Drip,3138,59,Cashew,761,Rabi
2018,Gulbarga,44663,236,27.2,Black,Drip,3423,50,Cashew,45608,Rabi
2004,Gulbarga,110,2903.1,27,Black,Drip,3899,54,Cashew,234581,Rabi
2005,Gulbarga,6824,2903.1,27,Black,Drip,4015,53,Coconut,646,Rabi
2006,Gulbarga,43013,2903.1,27,Black,Drip,4279,59.5,Coconut,43562,Rabi
2007,Gulbarga,95,2996.6,27,Red,Drip,4167,55,Coconut,200000,Rabi
2008,Gulbarga,6441,2996.6,27,Red,Drip,4479,53,Coconut,4847,Rabi
2009,Gulbarga,4012,2996.6,27,Red,Drip,3699,53.5,Coconut,51239,Rabi
2010,Gulbarga,4877,3522.8,27.2,Red,Drip,4904,52.5,Coconut,216396,Rabi
2011,Gulbarga,4930,3522.8,27.2,Red,Drip,2821,56,Coconut,2644,Rabi
2012,Gulbarga,4954,3522.8,27.2,Red,Drip,3472,57,Coconut,44235,Rabi
2013,Gulbarga,5019,3729.8,27.1,Red,Drip,3647,57.5,Coconut,203317,Rabi
2014,Gulbarga,5127,3729.8,27.1,Red,Drip,393,57,Coconut,2134,Rabi
2015,Gulbarga,5174,3729.8,27.1,Red,Drip,167,55,Coconut,45186,Rabi
2016,Gulbarga,5294,2746.2,26.8,Red,Drip,71,56,Coconut,238542,Rabi
2017,Gulbarga,5474,2746.2,26.8,Red,Drip,52,54,Coconut,1516,Rabi
2018,Gulbarga,5864,2746.2,26.8,Red,Drip,2570,58,Coconut,200000,Rabi
2013,Gulbarga,7028,3360,37,Red,Drip,27170,58,Coconut,4847,Rabi
2014,Gulbarga,7403,3360,37,Red,Drip,114744,59,Coconut,51239,Rabi
2015,Gulbarga,7501,3360,37,Red,Drip,1402,50,Ginger,216396,Rabi
2016,Gulbarga,7714,3605.4,38,Red,Drip,23456,54,Ginger,2644,Rabi
2017,Gulbarga,7856,3605.4,38,Red,Drip,107809,53,Ginger,44235,Rabi
2018,Gulbarga,32,3605.4,38,Red,Basin,1132,59.5,Ginger,203317,Rabi
2004,Gulbarga,1,3512.4,39,Red,Basin,23960,55,Ginger,2134,Rabi
2005,Gulbarga,30,3512.4,39,Red,Basin,126487,53,Ginger,45186,Rabi
2006,Gulbarga,6,3512.4,39,Red,Basin,804,53.5,Ginger,238542,Rabi
2007,Gulbarga,15,3296,40,Red,Basin,30362,52.5,Ginger,1516,Rabi
2008,Gulbarga,4,3296,40,Red,Basin,124492,56,Ginger,57259,Rabi
2009,Gulbarga,39,3296,40,Red,Basin,792,57,Ginger,234779,Rabi
2010,Gulbarga,6,3550,41,Red,Basin,34153,57.5,Ginger,1493,Rabi
2011,Gulbarga,12,3550,41,Alluvial,Basin,2570,57,Ginger,64409,Rabi
2012,Gulbarga,3,3550,41,Alluvial,Basin,27170,55,Ginger,249978,Rabi
2013,Gulbarga,17,3654,42,Alluvial,Basin,114744,56,Ginger,637,Rabi
